EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,EmploymentRating,DaysOfAbsence,EducationLevel,CertificationsEarned
E00816,Skylar Watson,Network Architect,IT,Speciality Products,Female,,,,,,United States,Phoenix,,9,10,Bachelor's,0
E00836,Addison Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,65,5/14/2018,"$60,985",0,United States,Seattle,,8,3,Bachelor's,4
E00862,Levi Moreno,Systems Analyst,IT,Research & Development,Male,Latino,64,6/27/2020,"$40,316",0,Brazil,Manaus,,7,7,PhD,2
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,10/21/2017,"$69,332",0,United States,Columbus,,9,15,Bachelor's,1
E00870,Evelyn Liang,Service Desk Analyst,IT,Speciality Products,Female,Asian,40,6/26/2013,"$69,096",0,United States,Seattle,,10,13,Bachelor's,4
E00929,Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,Latino,45,4/16/2020,"$66,958",0,United States,Miami,,7,0,Master's,1
E00965,Jacob Khan,Computer Systems Manager,IT,Speciality Products,Male,Asian,53,2/9/2008,"$84,193",0.09,China,Shanghai,,6,3,Bachelor's,3
E00981,Miles Thao,System Administrator�,IT,Corporate,Male,Asian,57,6/26/2003,"$63,318",0,United States,Columbus,,5,15,Master's,3
E01037,Jeremiah Chu,IT Systems Architect,IT,Research & Development,Male,Asian,31,9/12/2020,"$96,567",0,China,Shanghai,,6,8,Bachelor's,0
E01064,Clara Kang,Sr. Manger,IT,Manufacturing,Female,Asian,39,3/25/2017,"$135,325",0.14,United States,Phoenix,,7,5,Master's,1
E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,55,8/30/1994,"$73,955",0,United States,Phoenix,,9,9,Bachelor's,3
E01125,Joshua Yang,Network Engineer,IT,Manufacturing,Male,Asian,34,11/10/2018,"$61,944",0,China,Shanghai,,10,6,Bachelor's,0
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,1/7/2009,"$47,032",0,United States,Columbus,,9,16,Master's,2
E01241,Hadley Guerrero,Sr. Manger,IT,Research & Development,Female,Latino,49,1/14/2004,"$125,086",0.1,Brazil,Sao Paulo,,8,12,Bachelor's,2
E01249,Penelope Guerrero,Vice President,IT,Speciality Products,Female,Latino,43,8/4/2009,"$208,415",0.35,United States,Seattle,,8,0,Bachelor's,1
E01258,Gabriel Brooks,Network Engineer,IT,Manufacturing,Male,Caucasian,29,12/10/2018,"$84,596",0,United States,Miami,,8,1,Bachelor's,4
E01281,Isaac Mitchell,Network Architect,IT,Speciality Products,Male,Black,46,6/10/2005,"$67,374",0,United States,Austin,,6,14,Bachelor's,3
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,26,4/14/2019,"$74,467",0,United States,Columbus,1/15/2021,7,14,Bachelor's,2
E01351,Leo Owens,Systems Analyst,IT,Corporate,Male,Caucasian,47,4/23/2020,"$50,069",0,United States,Seattle,,5,9,Bachelor's,2
E01361,Emma Hill,IT Coordinator,IT,Manufacturing,Female,Caucasian,54,12/27/2016,"$41,673",0,United States,Miami,,5,13,Master's,2
E01363,Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,53,4/23/1997,"$78,153",0,United States,Miami,,10,13,Bachelor's,3
E01366,William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,40,2/24/2019,"$95,899",0.1,United States,Columbus,3/8/2021,10,4,Bachelor's,1
E01378,Genesis Xiong,System Administrator�,IT,Research & Development,Female,Asian,51,2/25/2012,"$64,170",0,United States,Columbus,,7,2,Bachelor's,2
E01387,Cora Zheng,Director,IT,Manufacturing,Female,Asian,27,1/3/2018,"$167,100",0.2,China,Chengdu,,8,15,Bachelor's,0
E01403,Xavier Park,Vice President,IT,Research & Development,Male,Asian,40,11/8/2020,"$234,469",0.31,China,Chengdu,,9,11,Master's,3
E01417,Leah Pena,Enterprise Architect,IT,Corporate,Female,Latino,57,1/3/1994,"$82,872",0,Brazil,Manaus,,10,7,Master's,3
E01423,James Castillo,Vice President,IT,Manufacturing,Male,Latino,51,7/19/2001,"$247,874",0.33,Brazil,Manaus,,10,4,Bachelor's,0
E01429,Dylan Wilson,Network Administrator,IT,Research & Development,Male,Caucasian,48,9/27/2006,"$76,505",0,United States,Seattle,4/8/2007,7,15,PhD,4
E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,53,8/15/2004,"$44,735",0,Brazil,Manaus,,9,1,Bachelor's,4
E01479,Serenity Bailey,IT Systems Architect,IT,Manufacturing,Female,Caucasian,55,11/21/2011,"$81,218",0,United States,Chicago,,10,1,PhD,3
E01484,Anna Zhu,Service Desk Analyst,IT,Manufacturing,Female,Asian,48,8/22/2003,"$82,017",0,China,Beijing,,7,3,Bachelor's,2
E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,53,7/20/2004,"$65,702",0,United States,Columbus,,8,15,PhD,4
E01519,Anthony Marquez,Vice President,IT,Speciality Products,Male,Latino,54,8/15/2009,"$241,083",0.39,United States,Columbus,,9,10,Bachelor's,1
E01524,Ian Miller,Computer Systems Manager,IT,Corporate,Male,Black,31,10/13/2016,"$63,744",0.08,United States,Austin,,8,14,Bachelor's,4
E01540,Miles Salazar,IT Coordinator,IT,Manufacturing,Male,Latino,36,12/23/2010,"$53,215",0,Brazil,Sao Paulo,3/27/2014,10,11,Bachelor's,2
E01550,Ruby Barnes,Manager,IT,Corporate,Female,Caucasian,27,7/1/2020,"$119,746",0.1,United States,Phoenix,,7,13,Master's,0
E01578,Anthony Hong,Sr. Manger,IT,Research & Development,male,Asian,37,11/29/2010,"$146,961",0.11,United States,Columbus,,6,7,Bachelor's,2
E01591,Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,57,5/4/1992,"$76,202",0,United States,Austin,12/18/1994,8,11,Bachelor's,3
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,11/29/2014,"$88,730",0.08,China,Chongqing,,8,16,Bachelor's,4
E01638,Maria He,IT Systems Architect,IT,Corporate,Female,Asian,45,8/28/2010,"$82,162",0,China,Beijing,10/3/2020,7,0,Master's,3
E01642,Mia Lam,Sr. Manger,IT,Manufacturing,Female,Asian,49,4/18/2006,"$134,486",0.14,United States,Austin,,8,2,Bachelor's,1
E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,4/24/2017,"$77,461",0.09,Brazil,Sao Paulo,,10,4,Bachelor's,2
E01722,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,1/22/2015,"$101,288",0.1,United States,Abu Dhabi,,10,9,Bachelor's,4
E01724,Nolan Molina,Computer Systems Manager,IT,Corporate,Male,Latino,36,12/27/2020,"$70,165",0.07,Brazil,Manaus,,6,2,Master's,4
E01834,Chloe Allen,Solutions Architect,IT,Manufacturing,Female,Caucasian,64,7/8/2004,"$77,903",0,United States,Seattle,,7,11,Bachelor's,0
E01895,Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,Asian,25,1/17/2021,"$41,844",0,China,Chongqing,,9,5,Bachelor's,4
E01898,Oliver Moua,IT Systems Architect,IT,Corporate,Male,Asian,29,6/28/2021,"$71,234",0,United States,Seattle,,10,10,Bachelor's,1
E01927,Charles Moore,Technical Architect,IT,Manufacturing,Male,Black,34,2/16/2016,"$63,411",0,United States,Miami,,9,7,Bachelor's,2
E01952,Everett Lee,Network Administrator,IT,Research & Development,Male,Asian,45,2/26/2010,"$90,770",0,United States,Columbus,,5,14,Master's,1
E01958,Angel Lin,Network Administrator,IT,Manufacturing,Male,Asian,27,12/24/2020,"$92,321",0,United States,Chicago,,6,14,Master's,0
E01986,Wesley Sharma,Manager,IT,Corporate,Male,Asian,51,2/23/1994,"$122,802",0.05,China,Shanghai,,7,10,Bachelor's,1
E01995,Jonathan Ho,Vice President,IT,Manufacturing,Male,Asian,37,6/25/2011,"$221,592",0.31,United States,Columbus,,9,11,Master's,2
E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,36,11/21/2014,"$97,500",0,United States,Miami,,6,4,Bachelor's,1
E02012,Anna Han,System Administrator�,IT,Research & Development,Female,Asian,65,5/8/2003,"$96,548",0,United States,Austin,,9,0,Bachelor's,2
E02023,Maverick Mehta,Systems Analyst,IT,Manufacturing,Male,Asian,40,7/30/2007,"$41,859",0,United States,Seattle,,5,6,PhD,1
E02035,Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,Asian,45,3/16/2010,"$88,182",0,China,Chengdu,,5,3,Master's,3
E02074,Nora Brown,Enterprise Architect,IT,Manufacturing,Female,Caucasian,32,2/11/2014,"$99,575",0,United States,Austin,,8,13,Bachelor's,4
E02094,Matthew Gupta,Network Engineer,IT,Speciality Products,Male,Asian,45,9/18/2005,"$67,686",0,China,Beijing,,9,12,Bachelor's,2
E02135,John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,30,2/11/2017,"$92,058",0,United States,Austin,,9,13,Bachelor's,2
E02185,Wyatt Rojas,Computer Systems Manager,IT,Corporate,Male,Latino,32,3/20/2013,"$79,921",0.05,United States,Austin,,10,14,Bachelor's,1
E02192,Lucy Avila,Solutions Architect,IT,Speciality Products,Female,Latino,43,4/22/2010,"$76,912",0,Brazil,Sao Paulo,,6,0,Bachelor's,1
E02216,Caleb Marquez,IT Systems Architect,IT,Research & Development,Male,Latino,29,10/15/2019,"$66,819",0,Brazil,Rio de Janerio,,7,16,Bachelor's,2
E02217,William Phillips,Network Architect,IT,Corporate,Male,Black,61,1/27/2004,"$88,478",0,United States,Austin,,7,4,Bachelor's,2
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,29,5/19/2016,"$52,693",0,Brazil,Rio de Janerio,,8,15,Bachelor's,0
E02227,Sofia Parker,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,36,5/30/2014,"$99,080",0,United States,Chicago,,7,1,Bachelor's,0
E02258,Eliza Chen,Enterprise Architect,IT,Research & Development,Female,Asian,36,4/29/2016,"$75,862",0,United States,Austin,,7,0,Bachelor's,3
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,36,8/23/2010,"$61,310",0,United States,Phoenix,,6,15,PhD,4
E02283,Jaxon Park,Network Architect,IT,Manufacturing,Male,Asian,33,7/24/2020,"$69,453",0,China,Chengdu,,7,9,Bachelor's,3
E02313,Jeremiah Lu,Network Architect,IT,Manufacturing,Male,Asian,50,3/6/2001,"$73,907",0,China,Shanghai,,7,7,Bachelor's,4
E02331,Sophia Huynh,Enterprise Architect,IT,Manufacturing,Female,Asian,55,8/9/2005,"$92,771",0,United States,Miami,,7,10,Master's,1
E02333,Jaxson Wright,Service Desk Analyst,IT,Manufacturing,Male,Black,54,12/28/2010,"$64,417",0,United States,Columbus,,10,13,Bachelor's,1
E02387,Emily Davis,Sr. Manger,IT,Research & Development,Female,Black,55,4/8/2016,"$141,604",0.15,United States,Seattle,10/16/2021,5,2,Master's,2
E02428,Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,5/3/2016,"$73,899",0.05,China,Chengdu,,10,15,Master's,0
E02440,Grayson Turner,Solutions Architect,IT,Corporate,Male,Caucasian,54,6/30/1992,"$63,196",0,United States,Chicago,10/26/2014,7,4,PhD,0
E02576,Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,2/8/2005,"$115,145",0.05,China,Chongqing,,5,3,Bachelor's,2
E02594,Ezekiel Kumar,IT Coordinator,IT,Research & Development,Male,Asian,28,6/25/2017,"$54,775",0,United States,Columbus,,6,1,Bachelor's,1
E02681,Caroline Owens,Director,IT,Speciality Products,Female,Caucasian,26,7/26/2021,"$151,108",0.22,United States,Phoenix,,7,11,PhD,2
E02747,Kinsley Acosta,Vice President,IT,Speciality Products,Female,Latino,32,7/22/2020,"$192,749",0.31,United States,Chicago,,5,7,Bachelor's,0
E02770,Liliana Do,Service Desk Analyst,IT,Manufacturing,Female,Asian,30,3/29/2019,"$86,774",0,China,Chengdu,,8,16,Master's,0
E02798,Charles Henderson,Systems Analyst,IT,Speciality Products,Male,Caucasian,48,2/11/2002,"$43,080",0,United States,Austin,,10,16,Master's,3
E02832,Penelope Jordan,Computer Systems Manager,IT,Manufacturing,Female,Caucasian,26,9/27/2019,"$84,913",0.07,United States,Chicago,,8,3,Bachelor's,2
E02833,Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,Latino,45,8/23/2001,"$54,994",0,United States,Columbus,,5,16,Bachelor's,0
E02855,Piper Cheng,Enterprise Architect,IT,Manufacturing,Female,,,,,,United States,Miami,,9,9,Bachelor's,3
E02861,Daniel Perry,Enterprise Architect,IT,Research & Development,Male,Caucasian,62,4/15/2001,"$80,921",0,United States,Columbus,,5,16,Bachelor's,1
E02862,Peyton Huang,Sr. Manger,IT,Manufacturing,Female,Asian,25,7/2/2021,"$125,633",0.11,China,Beijing,,7,8,Bachelor's,3
E02875,Madeline Shin,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,1/9/2007,"$74,546",0.09,United States,Seattle,,5,0,Bachelor's,2
E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,33,12/24/2012,"$132,544",0.1,Brazil,Rio de Janerio,,9,0,Bachelor's,2
E02903,Robert Vazquez,System Administrator�,IT,Corporate,Male,Latino,40,9/26/2021,"$87,770",0,United States,Austin,,6,3,Bachelor's,2
E02917,Everett Morales,Solutions Architect,IT,Speciality Products,Male,Latino,57,7/10/2014,"$66,649",0,Brazil,Rio de Janerio,,7,7,Bachelor's,2
E02971,Mia Wu,Enterprise Architect,IT,Corporate,Female,Asian,45,8/25/2013,"$99,169",0,China,Beijing,,8,1,Bachelor's,1
E02987,Mateo Harris,Manager,IT,Corporate,Male,Caucasian,30,8/5/2017,"$119,906",0.05,United States,Columbus,,8,15,Bachelor's,0
E03042,Ava Nelson,Systems Analyst,IT,Manufacturing,Female,Caucasian,63,4/1/1992,"$53,809",0,United States,Phoenix,,10,12,Master's,0
E03058,Angel Xiong,Vice President,IT,Research & Development,Male,Asian,35,6/11/2015,"$234,723",0.36,China,Shanghai,,6,15,Master's,4
E03090,Penelope Choi,Technical Architect,IT,Speciality Products,Female,Asian,49,9/10/2010,"$72,826",0,China,Beijing,,6,13,Master's,0
E03131,Ezekiel Reed,Sr. Manger,IT,Manufacturing,Male,Caucasian,37,,,,,,5/1/2021,9,14,Master's,2
E03149,Layla Collins,IT Systems Architect,IT,Speciality Products,Female,Caucasian,26,3/11/2021,"$74,170",0,United States,Austin,,8,13,PhD,0
E03166,Austin Edwards,IT Coordinator,IT,Manufacturing,Male,Black,42,9/24/2006,"$52,733",0,United States,Chicago,,7,10,Master's,1
E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,4/12/1997,"$154,388",0.1,United States,Seattle,,6,3,Bachelor's,3
E03223,Ethan Joseph,IT Coordinator,IT,Research & Development,Male,Caucasian,45,5/28/2018,"$49,219",0,United States,Columbus,,8,16,PhD,3
E03227,Eli Richardson,IT Coordinator,IT,Speciality Products,Male,Caucasian,38,4/19/2015,"$48,762",0,United States,Seattle,,6,2,Bachelor's,1
E03240,Aiden Silva,Vice President,IT,Research & Development,Male,Latino,42,11/29/2010,"$186,725",0.32,Brazil,Manaus,,8,3,Bachelor's,0
E03248,Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,3/27/2015,"$120,321",0.12,United States,Austin,,10,10,Bachelor's,2
E03255,Jose Brown,System Administrator�,IT,Speciality Products,Male,Caucasian,43,4/7/2016,"$67,976",0,United States,Seattle,,8,4,Bachelor's,1
E03269,Charlotte Chu,Network Engineer,IT,Manufacturing,Female,Asian,50,1/23/2001,"$97,537",0,China,Chengdu,,7,7,Bachelor's,0
E03278,Nevaeh James,Solutions Architect,IT,Speciality Products,Female,Caucasian,45,11/3/2017,"$66,660",0,United States,Austin,,7,8,PhD,3
E03292,Cora Evans,Computer Systems Manager,IT,Speciality Products,Female,Black,45,3/26/2018,"$86,478",0.06,United States,Austin,,5,15,Bachelor's,2
E03296,Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,Asian,39,4/22/2020,"$90,535",0,United States,Miami,,8,12,Master's,4
E03328,Lucy Johnson,Manager,IT,Research & Development,Female,Caucasian,57,4/27/2020,"$103,058",0.07,United States,Columbus,,9,4,PhD,4
E03332,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,9/6/2021,"$83,418",0,China,Shanghai,,5,2,Bachelor's,2
E03349,Anna Mehta,Cloud Infrastructure Architect,IT,Speciality Products,Female,Asian,32,1/5/2020,"$78,844",0,United States,Seattle,,8,4,Bachelor's,1
E03354,Silas Estrada,IT Systems Architect,IT,Corporate,Male,Latino,49,6/24/2016,"$68,426",0,Brazil,Rio de Janerio,,6,15,Bachelor's,3
E03371,Jack Alexander,Vice President,IT,Manufacturing,Male,Caucasian,56,5/29/2006,"$228,822",0.36,United States,Miami,,9,10,Bachelor's,0
E03417,Benjamin Moua,Computer Systems Manager,IT,Manufacturing,Male,Asian,40,7/2/2007,"$93,971",0.08,China,Chongqing,,7,4,Bachelor's,1
E03440,Genesis Navarro,Cloud Infrastructure Architect,IT,Corporate,Female,Latino,41,4/28/2009,"$69,803",0,Brazil,Manaus,,7,0,Bachelor's,3
E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,2/23/2005,"$45,286",0,United States,Chicago,,9,0,Master's,0
E03474,Violet Hall,Solutions Architect,IT,Corporate,Female,Caucasian,40,12/10/2010,"$97,807",0,United States,Chicago,,7,8,Bachelor's,2
E03484,Logan Rivera,Director,IT,Research & Development,Male,Latino,59,5/24/2002,"$172,787",0.28,Brazil,Rio de Janerio,,8,12,Master's,0
E03519,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,4/20/2014,"$91,679",0.07,China,Chongqing,,5,4,Bachelor's,3
E03538,Gabriel Holmes,Enterprise Architect,IT,Research & Development,Male,Caucasian,,11/4/2010,"$92,952",0,United States,Seattle,,10,14,Bachelor's,0
E03540,Emma Perry,Solutions Architect,IT,Manufacturing,Female,Caucasian,28,1/22/2018,"$68,176",0,United States,Seattle,,5,4,Bachelor's,0
E03567,,Technical Architect,IT,Research & Development,Male,Latino,51,4/15/2008,"$86,431",0,United States,Columbus,,8,3,Bachelor's,4
E03574,John Moore,Vice President,IT,Speciality Products,Male,Caucasian,52,11/8/2005,"$199,808",0.32,United States,Seattle,,5,8,Bachelor's,2
E03595,Christopher Howard,Enterprise Architect,IT,Speciality Products,Male,Caucasian,61,8/26/2019,"$75,780",0,United States,Seattle,,6,8,Master's,0
E03616,Josiah Lewis,Manager,IT,Research & Development,Male,Caucasian,46,8/11/2021,"$127,559",0.1,United States,Austin,,9,10,Master's,1
E03626,Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,Latino,28,9/28/2017,"$97,336",0,United States,Austin,,10,11,Bachelor's,0
E03680,Elias Alvarado,Sr. Manger,IT,Manufacturing,Male,Latino,56,1/9/2012,"$146,140",0.1,Brazil,Manaus,,7,10,Bachelor's,2
E03685,Silas Hunter,Solutions Architect,IT,Corporate,Male,Black,55,5/4/1998,"$62,174",0,United States,Chicago,,10,2,Master's,2
E03691,Colton Garcia,Solutions Architect,IT,Speciality Products,Male,Latino,55,11/17/1993,"$80,170",0,United States,Miami,,9,6,Master's,4
E03807,Kennedy Do,Computer Systems Manager,IT,Manufacturing,Female,Asian,42,10/15/2005,"$67,398",0.07,United States,Phoenix,,6,14,Master's,3
E03830,Eva Coleman,Director,IT,Research & Development,Female,Black,37,9/20/2009,"$167,199",0.2,United States,Seattle,,7,7,Bachelor's,3
E03854,Camila Li,Sr. Manger,IT,Research & Development,Female,Asian,60,7/24/2010,"$126,911",0.1,China,Shanghai,,6,3,Bachelor's,4
E03870,Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,30,2/3/2020,"$94,652",0,United States,Seattle,,10,0,PhD,2
E03881,Andrew Reed,System Administrator�,IT,Corporate,Male,Black,28,6/17/2019,"$65,341",0,United States,Miami,4/11/2022,8,2,Master's,3
E03902,Madison Hunter,Network Administrator,IT,Corporate,Female,Caucasian,40,2/5/2012,"$61,523",0,United States,Columbus,,8,10,Bachelor's,3
E03908,Miles Evans,Network Architect,IT,Manufacturing,Male,Caucasian,54,10/24/1994,"$87,216",0,United States,Miami,,8,1,Bachelor's,3
E03928,Miles Dang,IT Coordinator,IT,Speciality Products,male,Asian,61,9/24/2000,"$40,063",0,United States,Miami,,6,7,Master's,0
E03935,Cora Jiang,Vice President,IT,Corporate,Female,Asian,53,4/30/2008,"$182,202",0.3,United States,Austin,,10,6,Bachelor's,2
E03941,Isla Han,Technical Architect,IT,Manufacturing,Female,Asian,58,6/18/2005,"$86,089",0,United States,Chicago,,9,7,Bachelor's,0
E04041,Clara Huynh,IT Coordinator,IT,Speciality Products,Female,Asian,39,11/18/2020,"$48,415",0,China,Shanghai,,5,8,Bachelor's,0
E04048,Julian Lee,IT Systems Architect,IT,Corporate,Male,Asian,51,1/17/2003,"$91,399",0,United States,Seattle,,9,5,Bachelor's,1
E04079,Christopher Butler,Network Architect,IT,Manufacturing,Male,Caucasian,41,10/5/2017,"$67,468",0,United States,Miami,,10,14,Bachelor's,2
E04087,Adam Kaur,Manager,IT,Corporate,Male,Asian,60,1/29/2000,"$109,059",0.07,China,Chengdu,,6,7,Bachelor's,2
E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,46,12/16/2017,"$136,716",0.12,United States,Austin,,5,3,Bachelor's,3
E04105,Theodore Dinh,Technical Architect,IT,Manufacturing,Male,Asian,59,11/29/1997,"$99,975",0,China,Chongqing,,10,8,Bachelor's,2
E04109,Leah Bryant,IT Coordinator,IT,Manufacturing,female,Caucasian,55,4/30/2004,"$40,124",0,United States,Austin,,5,12,Bachelor's,1
E04112,Axel Chu,Systems Analyst,IT,Research & Development,Male,Asian,43,5/4/2018,"$59,888",0,China,Beijing,,9,12,Bachelor's,2
E04114,Christopher Lim,Director,IT,Research & Development,Male,Asian,55,3/13/2007,"$184,648",0.24,China,Shanghai,,8,11,Bachelor's,0
E04116,David Barnes,,IT,Corporate,Male,Caucasian,64,11/3/2013,"$186,503",0.24,United States,Columbus,,8,8,Bachelor's,2
E04123,Andrew Holmes,Vice President,IT,Speciality Products,Male,Black,59,12/30/2010,"$246,619",0.36,United States,Miami,,10,6,Bachelor's,4
E04170,Grayson Chin,Vice President,IT,Research & Development,Male,Asian,26,5/9/2020,"$256,561",0.39,United States,Austin,,7,10,Bachelor's,2
E04174,Maverick Henry,Computer Systems Manager,IT,Research & Development,Male,Caucasian,26,7/10/2019,"$69,110",0.05,United States,Chicago,,5,12,Bachelor's,0
