EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,EmploymentRating,DaysOfAbsence,EducationLevel,CertificationsEarned
E00586,Sadie Washington,Sr. Manger,Marketing,Research & Development,Female,Caucasian,29,5/24/2019,"$122,350",0.12,United States,Phoenix,,5,16,Master's,1
E00607,Jameson Allen,Director,Marketing,Speciality Products,Male,Caucasian,32,11/28/2016,"$177,443",0.16,United States,Seattle,,6,2,Bachelor's,1
E00638,David Simmons,Manager,Marketing,Corporate,Male,Caucasian,51,1/26/1997,"$104,431",0.07,United States,Phoenix,,8,14,Bachelor's,0
E00716,John Chow,Sr. Manger,Marketing,Research & Development,Male,Asian,45,3/11/2021,"$135,062",0.15,China,Chengdu,,9,14,Bachelor's,2
E00791,Thomas Padilla,Vice President,Marketing,Research & Development,Male,Latino,57,7/26/2003,"$206,624",0.4,Brazil,Sao Paulo,,9,2,Bachelor's,1
E00824,Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,Caucasian,33,3/14/2020,"$68,846",0,United States,Chicago,,9,15,PhD,4
E00874,Alexander Choi,Manager,Marketing,Research & Development,Male,Asian,55,9/18/1994,"$102,270",0.1,United States,Chicago,,6,5,Bachelor's,2
E00884,Camila Silva,Sr. Manger,Marketing,Speciality Products,Female,Latino,64,12/1/2003,"$154,828",,United States,Seattle,,6,0,Bachelor's,2
E00900,Eleanor Delgado,Sr. Analyst,Marketing,Manufacturing,Female,Latino,33,4/27/2014,"$75,869",0,Brazil,Sao Paulo,,8,15,Master's,0
E00935,Joseph Martin,Analyst II,Marketing,Corporate,Male,Black,41,9/13/2016,"$64,847",0,United States,Miami,,7,13,Bachelor's,4
E01014,Lucas Phan,Director,Marketing,Research & Development,Male,Asian,49,2/19/1999,"$191,807",0.21,China,Chongqing,,6,9,Master's,1
E01052,Jaxson Dinh,Sr. Manger,Marketing,Research & Development,Male,Asian,45,5/3/2001,"$147,752",0.12,China,Shanghai,12/26/2011,9,12,Bachelor's,3
E01108,Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,65,9/7/2006,"$127,626",0.1,United States,Miami,,7,14,Bachelor's,0
E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,65,10/24/2000,"$149,417",0.13,China,Chengdu,,7,15,Bachelor's,0
E01347,Aiden Gonzales,Vice President,Marketing,Speciality Products,Male,Latino,44,3/28/2021,"$186,033",0.34,Brazil,Sao Paulo,,6,3,Master's,0
E01371,Dominic Le,Vice President,Marketing,Corporate,Male,Asian,41,10/4/2014,"$257,194",0.35,China,Chongqing,,7,5,Bachelor's,1
E01422,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,Latino,29,5/15/2020,"$137,106",0.12,Brazil,Sao Paulo,,5,2,Master's,3
E01628,Jackson Perry,Vice President,Marketing,Research & Development,Male,Caucasian,27,10/20/2019,"$256,420",0.3,United States,Phoenix,,5,12,Bachelor's,3
E01631,Leilani Yee,Sr. Analyst,Marketing,Speciality Products,Female,Asian,47,7/12/2017,"$70,996",0,China,Chengdu,,6,9,Master's,2
E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,11/2/2016,"$122,054",0.06,United States,Phoenix,,9,2,Bachelor's,3
E01712,James Singh,Director,Marketing,Corporate,Male,Asian,45,3/12/2008,"$186,138",0.28,China,Chongqing,,5,1,Bachelor's,0
E01860,Jack Edwards,Manager,Marketing,Manufacturing,Male,Caucasian,38,4/6/2008,"$126,856",0.06,United States,Columbus,,6,7,Master's,0
E01899,Xavier Jackson,Vice President,Marketing,Speciality Products,Male,Caucasian,52,6/11/2002,"$236,314",0.34,United States,Miami,,6,15,Master's,3
E02038,Ellie Chung,Sr. Manger,Marketing,Corporate,Female,Asian,59,8/29/2008,"$157,969",0.1,China,Chongqing,,9,15,PhD,4
E02252,Lillian Park,Analyst,Marketing,Research & Development,Female,Asian,40,2/24/2021,"$46,833",0,China,Chengdu,11/10/2021,9,8,Master's,3
E02420,Madison Li,Director,Marketing,Manufacturing,Female,Asian,35,3/6/2017,"$171,426",0.15,China,Beijing,9/22/2017,7,10,Master's,0
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,7/11/2006,"$93,343",0,China,Chongqing,,9,11,Bachelor's,4
E02468,Ella Huang,Vice President,Marketing,Corporate,Female,Asian,45,2/28/2016,"$211,637",0.31,United States,Chicago,,8,2,Master's,3
E02492,Sebastian Gupta,Sr. Analyst,Marketing,Corporate,Male,Asian,40,9/22/2014,"$73,779",0,China,Chongqing,5/9/2019,6,13,Master's,4
E02531,Jameson Foster,Analyst,Marketing,Manufacturing,Male,Caucasian,28,7/18/2021,"$43,391",0,United States,Columbus,,5,13,Bachelor's,1
E02558,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,10/15/2019,"$151,556",0.2,United States,Miami,,8,4,Bachelor's,1
E02562,Christian Medina,Analyst,Marketing,Corporate,Male,Latino,51,6/19/2007,"$45,206",0,United States,Columbus,,9,10,Bachelor's,3
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,47,11/28/2005,"$62,749",0,Brazil,Manaus,,5,6,Bachelor's,1
E02639,Hadley Parker,Vice President,Marketing,Corporate,Female,Black,30,9/21/2016,"$221,217",0.32,United States,Columbus,9/25/2017,10,2,Master's,1
E02703,Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,49,5/20/2018,"$119,397",0.09,China,Beijing,3/14/2019,5,6,PhD,1
E02716,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,4/11/2005,"$128,468",0.11,United States,Chicago,,8,0,Master's,2
E02732,Alice Tran,Analyst,Marketing,Corporate,Female,Asian,39,7/29/2014,"$40,897",0,United States,Seattle,,9,1,Bachelor's,3
E02803,Eli Soto,Analyst,Marketing,Speciality Products,Male,Latino,38,5/2/2016,"$50,784",0,Brazil,Rio de Janerio,,7,13,Bachelor's,3
E02846,Julia Mai,Manager,Marketing,Manufacturing,Female,Asian,50,3/11/2012,"$108,134",0.1,China,Shanghai,,5,12,Master's,0
E02889,Mia Herrera,Director,Marketing,Research & Development,Female,Latino,43,10/16/2014,"$171,360",0.23,Brazil,Manaus,,10,8,Bachelor's,4
E02938,John Trinh,Director,Marketing,Corporate,Male,Asian,49,6/26/2014,"$153,961",0.25,China,Shanghai,,6,7,Bachelor's,2
E02943,Bella Lopez,Sr. Analyst,Marketing,Corporate,Female,Latino,32,11/12/2013,"$88,895",0,United States,Chicago,,5,8,Master's,3
E02977,Nicholas Song,Analyst II,Marketing,Manufacturing,Male,Asian,52,5/23/1999,"$68,807",0,China,Chengdu,11/30/2015,10,13,Bachelor's,2
E02984,Jack Mai,Sr. Analyst,Marketing,Corporate,Male,Asian,45,9/22/2007,"$92,293",0,China,Chengdu,,8,4,Bachelor's,2
E02992,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,3/27/2001,"$157,812",0.11,United States,Miami,,8,4,Bachelor's,4
E03059,Hailey Dang,Manager,Marketing,Manufacturing,Female,Asian,64,9/21/2019,"$108,780",0.06,China,Shanghai,,5,1,Bachelor's,0
E03061,Vivian Lewis,Manager,Marketing,Manufacturing,Female,Caucasian,65,9/7/2011,"$104,903",0.1,United States,Columbus,,9,7,Bachelor's,2
E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,9/18/2016,"$98,427",0,United States,Columbus,,10,2,Bachelor's,0
E03124,Caleb Nelson,Director,Marketing,Corporate,Male,Caucasian,33,6/12/2017,"$164,396",0.29,United States,Columbus,,8,3,PhD,0
E03159,Claire Romero,Vice President,Marketing,Manufacturing,Female,Latino,37,7/21/2011,"$219,474",0.36,Brazil,Manaus,,7,1,Master's,4
E03262,Logan Mitchell,Analyst II,Marketing,Manufacturing,Male,Caucasian,65,8/20/2005,"$59,833",0,United States,Columbus,,7,7,Bachelor's,4
E03277,Caroline Hu,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,8/18/2019,"$126,353",0.12,China,Shanghai,,5,1,PhD,2
E03300,Maria Chin,Analyst,Marketing,Manufacturing,Female,Asian,65,9/26/2013,"$50,341",0,China,Beijing,,9,15,Bachelor's,0
E03370,Ian Cortez,Analyst II,Marketing,Research & Development,Male,Latino,61,4/30/2008,"$69,352",0,Brazil,Rio de Janerio,,6,5,Master's,0
E03394,Joseph Ly,Vice President,Marketing,Speciality Products,Male,Asian,40,2/28/2009,"$242,919",0.31,China,Chongqing,,5,4,Master's,3
E03429,Ian Wu,Sr. Analyst,Marketing,Manufacturing,Male,Asian,51,4/14/2012,"$82,300",0,China,Chengdu,,7,0,Master's,2
E03446,Julian Ross,Manager,Marketing,Research & Development,Male,Caucasian,51,7/2/2020,"$100,099",0.08,United States,Miami,,10,8,Bachelor's,2
E03520,Nolan Pena,Analyst,Marketing,Manufacturing,Male,Latino,30,6/21/2018,"$56,154",0,Brazil,Sao Paulo,,5,11,Bachelor's,0
E03550,Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,2/20/2014,"$155,905",0.14,United States,Phoenix,,9,6,PhD,4
E03579,Robert Zhang,Vice President,Marketing,Corporate,Male,Asian,45,9/24/2015,"$202,680",0.32,United States,Phoenix,8/17/2022,10,2,Bachelor's,3
E03591,Piper Sun,Director,Marketing,Manufacturing,Female,Asian,64,2/14/2011,"$171,217",0.19,United States,Seattle,,7,0,Bachelor's,3
E03655,Samantha Rogers,Analyst,Marketing,Speciality Products,Female,Caucasian,28,1/17/2020,"$45,061",0,United States,Miami,,10,14,Master's,0
E03683,Raelynn Hong,Director,Marketing,Speciality Products,Female,Asian,28,12/11/2019,"$182,321",0.28,China,Beijing,,8,13,Master's,2
E03719,Jack Brown,Analyst,Marketing,Corporate,Male,Caucasian,55,12/7/2004,"$40,752",0,United States,Phoenix,,6,11,Master's,4
E03749,Kennedy Foster,Manager,Marketing,Speciality Products,Female,Caucasian,53,11/23/2013,"$113,135",0.05,United States,Austin,,8,1,Bachelor's,4
E03758,Liam Zhang,Director,Marketing,Research & Development,Male,Asian,29,9/15/2021,"$199,783",0.21,United States,Chicago,4/10/2022,5,13,Bachelor's,1
E03774,Hannah Mejia,Vice President,Marketing,Corporate,Female,Latino,47,3/13/1999,"$239,394",0.32,United States,Austin,,7,7,Master's,2
E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,6/4/2018,"$154,884",0.1,China,Shanghai,,10,3,Bachelor's,2
E03866,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,1/29/2017,"$143,970",0.12,United States,Seattle,12/9/2017,7,2,Bachelor's,2
E03901,Luca Truong,Director,Marketing,Corporate,Male,Asian,45,12/11/2004,"$168,846",0.24,China,Chongqing,,6,15,Bachelor's,4
E03912,Carter Turner,Sr. Analyst,Marketing,Corporate,Male,Caucasian,33,11/17/2015,"$91,632",0,United States,Phoenix,,9,12,PhD,3
E03968,Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,7/26/2021,"$121,480",0.14,United States,Phoenix,,5,10,Bachelor's,0
E03971,Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,Asian,25,4/9/2020,"$157,057",0.1,United States,Columbus,,5,0,Bachelor's,3
E03988,Dominic Thomas,Analyst II,Marketing,Manufacturing,Male,Caucasian,48,9/28/2005,"$74,655",0,United States,Austin,,6,9,Master's,0
E04018,Emery Ford,Analyst II,Marketing,Corporate,Female,Caucasian,39,4/18/2017,"$58,745",0,United States,Austin,,9,10,Bachelor's,3
E04035,Penelope Johnson,Sr. Analyst,Marketing,Research & Development,Female,Caucasian,34,6/25/2012,"$83,066",0,United States,Chicago,6/5/2013,10,9,Bachelor's,1
E04131,Cora Rivera,Sr. Analyst,Marketing,Corporate,Female,Latino,42,1/2/2021,"$94,430",0,United States,Seattle,,9,6,PhD,2
E04132,Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,45,2/29/2008,"$150,577",0.25,United States,Miami,,6,6,Bachelor's,1
E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,4/7/2015,"$99,697",0,Brazil,Rio de Janerio,,6,2,Bachelor's,0
E04157,William Cao,Sr. Analyst,Marketing,Manufacturing,Male,Asian,63,2/12/2017,"$77,629",0,China,Beijing,,7,7,Bachelor's,0
E04165,Sophie Vang,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,9/14/2021,"$136,810",0.14,China,Chongqing,,7,13,Bachelor's,1
E04207,John Contreras,Analyst II,Marketing,Manufacturing,Male,Latino,35,5/15/2011,"$66,889",0,United States,Columbus,,6,6,PhD,4
E04247,Camila Evans,Manager,Marketing,Research & Development,Female,Black,55,12/20/1992,"$113,950",0.09,United States,Miami,,7,4,Bachelor's,0
E04342,Samantha Barnes,Vice President,Marketing,Speciality Products,Female,Caucasian,29,1/5/2017,"$190,401",0.37,United States,Columbus,,6,4,Bachelor's,0
E04363,Savannah Singh,Director,Marketing,Speciality Products,Female,Asian,53,6/20/1997,"$164,399",0.25,United States,Seattle,,10,13,Bachelor's,1
E04398,Oliver Yang,Director,Marketing,Speciality Products,Male,Asian,31,6/10/2019,"$176,710",0.15,United States,Miami,,7,10,Bachelor's,0
E04472,Alexander Foster,Analyst II,Marketing,Manufacturing,Male,Black,35,7/3/2020,"$51,513",0,United States,Columbus,,9,4,Bachelor's,2
E04517,Amelia Choi,Manager,Marketing,Speciality Products,Female,Asian,43,6/11/2006,"$117,278",0.09,United States,Miami,,7,8,Bachelor's,0
E04542,Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,29,5/9/2021,"$129,541",0.08,United States,Phoenix,5/24/2021,5,10,Master's,4
E04598,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,1/10/2017,"$80,622",0,United States,Austin,,8,2,Master's,3
E04607,Landon Brown,Vice President,Marketing,Corporate,Male,Caucasian,26,9/27/2020,"$223,055",0.3,United States,Columbus,,5,14,Bachelor's,2
E04630,Maria Griffin,Manager,Marketing,Manufacturing,Female,Caucasian,59,4/25/2007,"$129,708",0.05,United States,Miami,,6,1,PhD,4
E04645,Elias Ahmed,Vice President,Marketing,Corporate,Male,Asian,57,8/4/2017,"$183,190",0.36,United States,Chicago,,5,16,Bachelor's,4
E04739,Ruby Washington,Analyst,Marketing,Research & Development,Female,Black,65,6/17/2011,"$56,686",0,United States,Seattle,6/9/2015,10,12,Master's,4
E04769,Mila Leung,Sr. Analyst,Marketing,Corporate,Female,Asian,39,11/5/2007,"$99,017",0,China,Beijing,,8,10,Bachelor's,0
E04798,Aurora Ali,Manager,Marketing,Research & Development,Female,Asian,30,4/24/2016,"$120,341",0.07,United States,Seattle,,9,1,Bachelor's,4
E04872,Isaac Stewart,Director,Marketing,Speciality Products,Male,Caucasian,25,8/15/2020,"$172,007",0.26,United States,Miami,,10,13,Master's,0
E04877,Samuel Vega,Analyst II,Marketing,Speciality Products,Male,Latino,37,3/30/2013,"$69,570",0,United States,Miami,,7,14,Bachelor's,0
E04938,Brooklyn Daniels,Analyst,Marketing,Speciality Products,Female,Caucasian,64,2/10/2003,"$57,032",0,United States,Miami,,9,1,Bachelor's,4
E04972,Logan Bryant,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,30,7/18/2020,"$148,485",0.15,United States,Miami,,8,16,Bachelor's,3
E1005,Maria Rami,Marketing Specialist,Marketing,,Female,,30,,70000.0,0.05,Mexico,Mexico City,,2,20,Bachelor,1
