EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,EmploymentRating,DaysOfAbsence,EducationLevel,CertificationsEarned
E01234,Jack Cheng,Director,Human Resources,Manufacturing,Male,Asian,42,1/16/2014,"$152,214",0.3,China,Beijing,,9,14,Bachelor's,3
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,62,4/19/2014,"$45,295",0,Brazil,Sao Paulo,,10,15,Bachelor's,4
E01268,Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,63,5/2/2007,"$72,805",0,China,Shanghai,,8,13,Master's,4
E01407,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,Latino,29,7/13/2020,"$141,555",0.11,Brazil,Manaus,,5,4,Bachelor's,4
E01412,Eva Jenkins,Sr. Manger,Human Resources,Manufacturing,Female,Black,55,11/10/2004,"$142,318",0.14,United States,Chicago,,8,2,Bachelor's,0
E01516,Willow Mai,Business Partner,Human Resources,Manufacturing,Female,Asian,45,12/17/2003,"$48,345",0,China,Chengdu,,10,1,Bachelor's,4
E01584,Carter Mejia,Sr. Manger,Human Resources,Research & Development,Male,Latino,29,5/9/2019,"$125,828",0.15,Brazil,Sao Paulo,,10,13,Bachelor's,0
E01687,Luke Mai,HRIS Analyst,Human Resources,Research & Development,Male,Asian,41,10/24/2007,"$51,630",0,China,Beijing,,9,3,Bachelor's,1
E01714,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,44,1/28/2009,"$53,301",0,United States,Seattle,,8,12,Bachelor's,2
E01754,Owen Lam,Sr. Business Partner,Human Resources,Speciality Products,Male,Asian,30,5/29/2017,"$86,317",0,China,Chengdu,7/16/2017,10,11,Master's,2
E01902,Eleanor Li,Sr. Manger,Human Resources,Research & Development,Female,Asian,64,12/7/2003,"$125,807",0.15,United States,Chicago,,7,6,Bachelor's,4
E01970,Vivian Barnes,Director,Human Resources,Research & Development,Female,Caucasian,51,3/28/2021,"$180,687",0.19,United States,Phoenix,,7,12,Bachelor's,1
E02017,Connor Joseph,Director,Human Resources,Corporate,Male,Caucasian,50,,,,,,,9,12,Bachelor's,3
E02044,Caroline Alexander,Business Partner,Human Resources,Manufacturing,Female,Black,42,9/18/2020,"$47,071",0,United States,Columbus,,10,1,Bachelor's,3
E02063,Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,32,4/9/2021,"$70,980",0,Brazil,Rio de Janerio,,9,8,Bachelor's,0
E02066,Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,48,7/16/2015,"$110,565",0.09,China,Beijing,,5,8,Bachelor's,0
E02072,Charles Robinson,HRIS Analyst,Human Resources,Speciality Products,Male,Caucasian,26,3/12/2021,"$70,369",0,United States,Seattle,,8,14,Bachelor's,3
E02103,Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,Asian,31,9/24/2017,"$71,755",0,China,Chongqing,,7,0,Bachelor's,3
E02112,Christian Sanders,Vice President,Human Resources,Speciality Products,Male,Black,45,8/7/2013,"$236,946",0.37,United States,Seattle,,8,7,Bachelor's,3
E02140,Naomi Zhao,Vice President,Human Resources,Speciality Products,Female,Asian,45,9/22/2021,"$201,396",0.32,United States,Miami,,10,0,Bachelor's,1
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,40,9/20/2020,"$198,176",0.17,Brazil,Manaus,,5,1,Bachelor's,0
E02206,Jose Henderson,Director,Human Resources,Speciality Products,Male,Black,41,4/17/2015,"$152,239",0.23,United States,Columbus,,7,5,Master's,3
E02235,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,9/13/1999,"$92,994",0,United States,Chicago,,9,11,Master's,2
E02310,Jordan Phillips,Vice President,Human Resources,Corporate,Male,Black,45,12/12/2010,"$190,512",0.32,United States,Columbus,,8,6,Bachelor's,3
E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,3/11/2010,"$134,006",0.13,China,Beijing,,10,3,Bachelor's,4
E02391,Natalia Santos,Vice President,Human Resources,Speciality Products,Female,Latino,45,2/25/2019,"$249,801",0.39,Brazil,Sao Paulo,,7,16,Bachelor's,4
E02489,Ethan Clark,Sr. Business Partner,Human Resources,Manufacturing,Male,Caucasian,33,8/4/2017,"$92,610",0,United States,Columbus,,6,13,Bachelor's,4
E02554,Joshua Ramirez,Vice President,Human Resources,Corporate,Male,Latino,44,9/10/2007,"$181,247",0.33,Brazil,Sao Paulo,,8,4,Master's,4
E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,7/21/2006,"$151,246",0.21,Brazil,Sao Paulo,,6,14,Bachelor's,1
E02599,Daniel Huang,Vice President,Human Resources,Corporate,Male,Asian,31,9/3/2015,"$250,953",0.34,United States,Columbus,,9,10,Master's,1
E02642,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,11/29/2019,"$69,647",0,United States,Miami,4/20/2022,8,4,Bachelor's,2
E02744,Dylan Padilla,HRIS Analyst,Human Resources,Manufacturing,Male,Latino,31,12/9/2015,"$73,854",0,United States,Seattle,,7,7,Bachelor's,4
E02761,Luca Duong,Manager,Human Resources,Research & Development,Male,Asian,48,6/30/2004,"$120,660",0.07,China,Chengdu,,10,16,Bachelor's,4
E02802,Matthew Chau,Sr. Business Partner,Human Resources,Research & Development,Male,Asian,53,11/16/2002,,0,United States,Seattle,,7,16,Bachelor's,2
E02843,Lily Pena,Manager,Human Resources,Speciality Products,Female,Latino,55,2/24/2010,"$102,839",0.05,United States,Miami,,6,15,Bachelor's,4
E02884,Axel Johnson,Director,Human Resources,Corporate,Male,Caucasian,60,4/14/2015,"$155,788",0.17,United States,Seattle,,5,14,Master's,1
E02920,Willow Woods,Vice President,Human Resources,Speciality Products,Female,Caucasian,28,7/25/2021,"$231,850",0.39,United States,Miami,,9,1,Master's,2
E02980,Hailey Shin,Director,Human Resources,Corporate,Female,Asian,57,10/24/2016,"$176,324",0.23,China,Shanghai,,8,8,Bachelor's,4
E03045,Andrew Huynh,Business Partner,Human Resources,Speciality Products,Male,Asian,57,4/28/1997,"$54,051",0,United States,Miami,10/11/1998,5,15,Bachelor's,1
E03097,Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,Male,Black,45,12/19/2015,"$51,983",0,United States,Columbus,,5,14,Bachelor's,3
E03167,Luke Zheng,Director,Human Resources,Speciality Products,Male,Asian,39,11/28/2006,"$161,690",0.29,China,Beijing,,8,11,Bachelor's,3
E03325,Robert Edwards,HRIS Analyst,Human Resources,Corporate,Male,Caucasian,62,10/11/2004,"$50,825",0,United States,Seattle,,7,15,Bachelor's,1
E03362,Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,61,5/20/2011,"$64,937",0,United States,Phoenix,,5,3,Bachelor's,2
E03379,Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,50,3/15/2012,"$117,226",0.08,United States,Phoenix,,9,3,Bachelor's,2
E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,42,10/20/2003,"$135,558",0.14,United States,Phoenix,,6,10,Bachelor's,2
E03430,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,4/22/1998,"$85,369",0,Brazil,Manaus,11/27/2004,9,8,Master's,2
E03461,Nathan Lau,Business Partner,Human Resources,Research & Development,Male,Asian,35,2/22/2011,"$43,336",0,United States,Austin,7/12/2020,6,8,PhD,3
E03471,Julia Sandoval,Manager,Human Resources,Corporate,Female,Latino,42,11/19/2017,"$101,143",0.06,United States,Miami,,10,13,Master's,1
E03490,Henry Campos,Sr. Manger,Human Resources,Corporate,Male,Latino,38,9/27/2009,"$127,801",0.15,United States,Phoenix,,9,5,Bachelor's,1
E03506,Jaxson Mai,Vice President,Human Resources,Research & Development,Male,Asian,48,3/8/2014,"$197,367",0.39,United States,Austin,,5,6,Bachelor's,2
E03528,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,11/22/2017,"$138,808",0.15,China,Chongqing,,6,7,Master's,0
E03571,Lincoln Henderson,Business Partner,Human Resources,Speciality Products,Male,Caucasian,28,6/27/2021,"$48,510",0,United States,Chicago,,6,4,Bachelor's,0
E03637,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,1/21/2021,"$67,299",0,United States,Phoenix,,5,16,Bachelor's,2
E03681,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,4/26/2019,"$90,870",0,United States,Chicago,,9,14,Bachelor's,2
E03737,Kennedy Rahman,Vice President,Human Resources,Manufacturing,Female,Asian,49,2/28/2003,"$211,291",0.37,China,Chongqing,,6,0,Bachelor's,1
E03816,Leilani Chow,Director,Human Resources,Corporate,Female,Asian,27,2/23/2021,"$199,041",0.16,China,Beijing,,8,4,Bachelor's,2
E03858,John Cho,Director,Human Resources,Speciality Products,Male,Asian,47,11/3/2019,"$195,385",0.21,China,Chengdu,,8,4,Master's,3
E03889,Caleb Flores,Manager,Human Resources,Manufacturing,Male,Latino,34,8/13/2013,"$113,909",0.06,Brazil,Rio de Janerio,,7,13,Bachelor's,1
E03910,Nova Hsu,Manager,Human Resources,Speciality Products,Female,Asian,32,1/3/2017,"$101,870",0.1,United States,Phoenix,,5,1,Bachelor's,1
E04029,Jayden Jimenez,Manager,Human Resources,Corporate,Male,Latino,46,9/24/2011,"$102,167",0.06,Brazil,Rio de Janerio,,6,5,Bachelor's,4
E04167,Henry Alvarez,Sr. Business Partner,Human Resources,Manufacturing,Male,Latino,48,4/12/2005,"$87,158",0,Brazil,Manaus,,8,13,Bachelor's,0
E04224,Lucas Ramos,Sr. Business Partner,Human Resources,Speciality Products,Male,Latino,56,1/21/1998,"$72,303",0,United States,Phoenix,,9,0,Bachelor's,0
E04299,Paisley Hall,Director,Human Resources,Speciality Products,Female,Caucasian,41,5/21/2010,"$153,275",0.24,United States,Columbus,,9,13,Bachelor's,2
E04348,Natalia Owens,Manager,Human Resources,Manufacturing,Female,Caucasian,31,1/18/2021,"$104,162",0.07,United States,Austin,,9,15,Master's,2
E04358,Grayson Soto,Business Partner,Human Resources,Manufacturing,Male,Latino,34,8/3/2015,"$52,200",0,United States,Columbus,,9,3,Master's,2
E04386,Cameron Powell,Business Partner,Human Resources,Manufacturing,Male,Black,41,8/20/2004,"$49,186",0,United States,Austin,6/17/2008,9,0,Master's,0
E04417,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,5/22/2011,"$152,353",0.14,United States,Seattle,,8,14,Bachelor's,3
E04564,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,12/27/2015,"$129,903",0.13,Brazil,Sao Paulo,,8,7,Bachelor's,3
E04590,Isaac Sanders,HRIS Analyst,Human Resources,Manufacturing,Male,Caucasian,49,3/29/2001,"$57,606",0,United States,Miami,,8,15,Bachelor's,1
E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,10/18/2008,"$150,855",0.11,United States,Phoenix,,10,14,Master's,0
E04682,Colton Thao,Manager,Human Resources,Manufacturing,Male,Asian,55,11/16/1995,"$125,936",0.08,China,Chongqing,,9,14,Bachelor's,0
E04795,Eloise Alexander,Vice President,Human Resources,Corporate,Female,Black,28,1/21/2018,"$208,210",0.3,United States,Seattle,,9,13,Bachelor's,2
E04799,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,1/26/2017,"$88,663",0,United States,Phoenix,,7,15,PhD,3
E04871,Liam Grant,Sr. Business Partner,Human Resources,Research & Development,Male,Caucasian,30,3/15/2015,"$93,734",0,United States,Phoenix,,5,10,PhD,2
E04917,Everleigh Washington,HRIS Analyst,Human Resources,Research & Development,Female,Caucasian,64,10/20/2001,"$64,057",0,United States,Phoenix,,9,13,Bachelor's,2
E04920,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,4/14/2017,"$154,956",0.13,United States,Phoenix,,9,7,PhD,4
E1003,Mohammad Mohammad,HR Assistant,Human Resources,,Male,,23,,55000.0,0.0,USA,Phoenix,,3,10,Associate,0
